Gene	log2FoldChange	Foldchange_pair_1	Foldchange_pair_2	Foldchange_pair_3	Foldchange_pair_4	Foldchange_pair_5	Foldchange_pair_6	Foldchange_pair_7
ENSG00000000003	0.392959014	1.2004188737371	0.0921041782524	-0.917115871830399	-0.697740978565101	-0.041726015736101	0.516245340681801	0.418638147285199
ENSG00000000005	-1.279119628	-0.187027118058012	-0.025630675329836	-2.0726779155332	0.022919304755555	-1.14523819664356	-0.19963039464924	1.09884236527618
ENSG00000000419	-0.245478421	-0.237932074582559	-0.071870386220541	-0.359807633469751	0.10324730169507	-0.392704761283261	-0.15718356754776	0.011244277569171
ENSG00000000457	-0.088874195	-0.111446218734232	-0.025053303947871	-0.327226217884402	-0.709727450857001	0.009369452872489	-0.375222060964338	0.770493316664499
ENSG00000000460	0.260533584	-0.588318509201109	1.07715152768152	0.13455001789894	0.27478308142538	0.75681501540001	-0.21839073975505	0.07421624381707
ENSG00000000938	-1.502338867	-0.410545290486169	-1.17997398634156	-2.5740287194834	-0.98829171722041	-0.86596560448156	-1.27237835883734	-1.78725875914985
ENSG00000000971	-3.163657581	-3.8891780155088	-1.5917495660691	-4.4757672018863	-2.0317046772402	-2.0320747802396	-3.3370651515561	-3.8154787064281
ENSG00000001036	-0.113654646	-0.5787241330548	0.747143725330101	-0.244506787007801	0.406176328349581	-0.122449302402099	-0.66142146255943	-0.590872727782951
ENSG00000001084	-2.552685447	-2.04833480498546	-1.1486759206923	-2.24158812266447	-1.75486491209566	-2.72120536433752	-2.31561274991182	-1.7299016679052
ENSG00000001167	0.292125051	0.50607045300492	0.08051750650262	0.084588074617189	-0.726289574173689	0.08706921533931	0.63681517328981	0.494782955959961
ENSG00000001460	1.165898582	0.0877973419115	0.39260928673928	1.59543285384909	0.67882766582335	1.29690038017545	0.92378557599078	0.92675028496343
ENSG00000001461	1.332211212	0.755100037298961	1.04531830569289	1.163161301253	1.39433541362268	1.27627434944404	0.79307189673416	0.68304086882355
ENSG00000001497	0.292124379	0.627947979843	-0.32543228328122	0.046138977628178	0.101149763550499	-0.05214482868495	0.62735231447194	0.2104926632824
